task,mean disprod_1,mean disprod_3,mean disprod_5,mean gurobiplan_1,mean gurobiplan_3,mean gurobiplan_5,mean jaxplan_1,mean jaxplan_3,mean jaxplan_5,mean noop,mean prost_1,mean prost_10,mean prost_2,mean prost_3,mean prost_4,mean prost_5,mean prost_6,mean prost_7,mean prost_8,mean prost_9,mean random,std disprod_1,std disprod_3,std disprod_5,std gurobiplan_1,std gurobiplan_3,std gurobiplan_5,std jaxplan_1,std jaxplan_3,std jaxplan_5,std noop,std prost_1,std prost_10,std prost_2,std prost_3,std prost_4,std prost_5,std prost_6,std prost_7,std prost_8,std prost_9,std random
MarsRover_01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,1.0
MarsRover_02,0.0,0.0,0.0,0.0,0.0,0.0,0.592230521235446,1.0,0.0,0.0,,,,,,,,,,,0.0,0.257975994796447,0.257975994796447,0.002542846258654249,0.0,0.0,0.0,0.5070719124714789,0.3500532501233387,3.544003398468802e-12,0.0,,,,,,,,,,,0.5987871608297987
MarsRover_03,0.5543872086617168,0.5543872086617168,0.5543872086617168,0.0,0.0,0.0,1.0,0.9773761778841379,0.8127750388203523,0.0,,,,,,,,,,,0.0,0.2644265794867443,0.2644265794867443,0.2644265794867443,0.0,0.0,0.0,0.07474644202846271,0.15475420295869874,0.019406307167081784,0.0,,,,,,,,,,,0.2893050444152098
MarsRover_04,0.25778884054637974,0.25778884054637974,0.25778884054637974,0.3866593118341383,0.3866593118341383,0.3866593118341383,1.0,0.1632542235214102,0.9543462817744169,0.0,,,,,,,,,,,0.0,0.31317445453963855,0.31317445453963855,0.31317445453963855,7.846918996748021e-17,7.846918996748021e-17,7.846918996748021e-17,0.176921332364825,0.2191445505530716,0.3684371542458457,0.0,,,,,,,,,,,0.606121512529769
MarsRover_05,0.3735230252192484,0.3735230252192484,0.3735230252192484,0.2111979186683227,0.2111979186683227,0.2111979186683227,1.0,0.967104500769078,0.27854725244855966,0.0,,,,,,,,,,,0.0,0.20934257365850503,0.20934257365850503,0.20934257365850503,0.0,0.0,0.0,0.05076962227155174,0.1610159473058606,0.1269554261737893,0.0,,,,,,,,,,,0.13722266032570893
MountainCar_01,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0
MountainCar_02,0.55,0.55,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,0.0,0.49749371855331,0.49749371855331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0
MountainCar_03,0.85,0.85,0.85,0.0,0.0,0.0,0.7,1.0,1.0,0.0,,,,,,,,,,,0.0,0.3570714214271425,0.3570714214271425,0.3570714214271425,0.0,0.0,0.0,0.45825756949558394,0.0,0.0,0.0,,,,,,,,,,,0.0
MountainCar_04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0
MountainCar_05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3888888888888889,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5299662230094142,0.0,,,,,,,,,,,0.0
Navigation_01,,,,0.8415841584158416,0.8415841584158416,0.8415841584158416,0.9059405940594059,0.966996699669967,0.9405940594059405,0.0,1.0,,,1.0,,1.0,,,,,0.0,,,,0.4488448844884489,0.4488448844884489,0.4488448844884489,0.321892170420049,0.23661317925986697,0.3332516319832169,0.0,0.0,,,0.0,,0.0,,,,,0.24455868660129196
Navigation_02,,,,0.51,0.51,0.51,0.9033333333333334,0.9516666666666667,0.5133333333333333,0.0,1.0,,,1.0,,1.0,,,,,0.0,,,,0.563826214360418,0.563826214360418,0.563826214360418,0.3801900109740451,0.31788799564906156,0.5676853588623426,0.0,0.0,,,0.0,,0.0,,,,,0.0
Navigation_03,,,,0.650763358778626,0.650763358778626,0.650763358778626,0.8358778625954199,0.8912213740458016,0.8625954198473283,0.0,1.0,,,1.0,,1.0,,,,,0.0,,,,0.5886376059218553,0.5886376059218553,0.5886376059218553,0.48322781326738606,0.44629975165728186,0.4990229951147378,0.0,0.3206106870229008,,,0.3206106870229008,,0.3206106870229008,,,,,0.0
Navigation_04,,,,0.0,0.39494163424124507,0.39494163424124507,0.688715953307393,0.7859922178988327,0.896887159533074,0.0,1.0,,,1.0,,1.0,,,,,0.0,,,,0.0,0.5382147245348526,0.5382147245348526,0.5057018677260698,0.45453733378014904,0.3771459866115338,0.0,0.22048905161878896,,,0.22048905161878896,,0.22048905161878896,,,,,0.0
Navigation_05,,,,0.0,0.9874055415617129,0.9874055415617129,0.6397984886649873,0.5944584382871536,0.7808564231738034,0.0,0.8740554156171285,,,0.8841309823677581,,1.0,,,,,0.0,,,,0.0,0.6464086622607733,0.6464086622607733,0.7845205329842282,0.8103787795505448,0.7828041038294177,0.0,0.3044734747843583,,,0.2986666348670547,,0.03293878294867007,,,,,0.0
Navigation_06,,,,0.0,0.0,0.3253012048192769,0.30120481927710846,0.22489959839357407,0.6385542168674702,0.0,0.7510040160642572,,,0.85140562248996,,1.0,,,,,0.0,,,,0.0,0.0,0.7743717573118752,0.7170108863998845,0.6789880869207409,0.9806025009239522,0.0,0.6118536831611866,,,0.6472719555953664,,0.6018605261738326,,,,,0.0
